"customer_id","first_name","last_name","gender","past_3_years_bike_related_purchases","DOB","job_title","job_industry_category","wealth_segment","owns_car","tenure"
"3704","Haslett","Ropars","M",54,1975-05-08,"Health Coach III","Health","High Net Worth","Yes",6
"3547","Ganny","Dwerryhouse","M",19,1975-05-06,"Senior Financial Analyst","Financial Services","Affluent Customer","No",8
"3542","Perl","Suddaby","F",23,1975-03-11,"Financial Analyst","Financial Services","Mass Customer","No",10
"3951","Ephrem","Hollerin","M",39,1975-02-10,"Quality Control Specialist",NA,"Affluent Customer","Yes",9
"3621","Umeko","Hearfield","F",13,1975-01-16,"Developer IV","Health","High Net Worth","No",15
"3515","Leelah","Pynner","F",11,1975-01-14,"Staff Scientist","Telecommunications","High Net Worth","Yes",18
"3553","Dietrich","Geggie","M",97,1974-12-29,"Graphic Designer","Health","Mass Customer","No",10
"3869","Amalie","Isabell","F",58,1974-12-22,"Analog Circuit Design manager","Manufacturing","Affluent Customer","No",13
"3993","Andi","Dumelow","F",6,1974-12-05,"Librarian","Entertainment","Mass Customer","No",10
"3715","Willow","Rusbridge","F",19,1974-11-08,"Computer Systems Analyst I","Argiculture","High Net Worth","Yes",10
"3628","Sharron","Gaynes","F",47,1974-10-17,"Financial Advisor","Financial Services","Mass Customer","Yes",14
"3771","Pippy","Matysiak","F",78,1974-09-08,"Electrical Engineer","Manufacturing","Mass Customer","No",17
"3810","Cacilie","Grimoldby","F",22,1974-09-05,"Food Chemist","Health","Affluent Customer","No",5
"3783","Eachelle","Girardey","F",61,1974-08-29,"Compensation Analyst","Financial Services","Mass Customer","No",7
"3710","Sallyann","Stangoe","F",12,1974-08-22,"Physical Therapy Assistant",NA,"Mass Customer","No",13
"3505","Dolly","Scallan","F",41,1974-08-06,NA,"Retail","Mass Customer","No",14
"3545","Wenonah","Filgate","F",66,1974-07-19,"Developer II",NA,"High Net Worth","No",4
"3979","Kleon","Adam","M",67,1974-07-13,NA,"Financial Services","Mass Customer","Yes",18
"3655","Waldemar","Mostin","M",82,1974-06-01,NA,NA,"Mass Customer","Yes",19
"3901","Evelina","Bavin","F",98,1974-05-14,"Marketing Manager","Argiculture","High Net Worth","No",12
"3684","Jeffie","Mortell","M",13,1974-04-25,"Food Chemist","Health","High Net Worth","Yes",4
"3701","Anstice","Dunsmuir","F",93,1974-01-20,"Physical Therapy Assistant",NA,"Affluent Customer","No",9
"3639","Megan","Perrygo","F",49,1974-01-11,"Food Chemist","Health","High Net Worth","No",15
"3524","Waiter","Piscopello","M",38,1973-12-30,"Design Engineer","Financial Services","Mass Customer","Yes",18
"3575","Kandace","Desesquelle","F",82,1973-11-06,"Administrative Assistant I","IT","Affluent Customer","Yes",13
"3999","Patrizius",NA,"M",11,1973-10-24,NA,"Manufacturing","Affluent Customer","Yes",10
"3530","Erik","Kenneford","M",19,1973-10-23,"Staff Scientist",NA,"High Net Worth","Yes",8
"3832","Sarajane","Mortimer","F",30,1973-09-26,"Safety Technician III","Financial Services","High Net Worth","No",9
"3691","Mathew","Seid","M",73,1973-08-16,"Environmental Tech","Retail","Affluent Customer","No",11
"3938","Dulcy","Wormleighton","F",25,1973-08-06,"Account Executive","Financial Services","High Net Worth","Yes",9
"3761","Zarla","Seyers","F",87,1973-07-20,"Biostatistician II","Telecommunications","Mass Customer","Yes",13
"3703","Kelvin","Oldford","M",37,1973-06-18,"Teacher","Property","Affluent Customer","No",9
"3782","Elijah","Drillot","M",12,1973-06-13,"Environmental Specialist","Financial Services","Mass Customer","No",11
"3569","Janel","Daice","F",24,1973-05-18,"Senior Editor",NA,"Affluent Customer","No",12
"3608","Conway","Surgen","M",86,1973-05-17,"Nurse Practicioner","Argiculture","High Net Worth","No",8
"3944","Urbain","Sinnock","M",28,1973-05-04,"Engineer III","IT","Affluent Customer","No",3
"3562","Martynne","Bullivant","F",76,1973-01-02,"Recruiting Manager",NA,"Affluent Customer","No",10
"3834","Bianca","Ricket","F",59,1972-10-31,"Compensation Analyst","Financial Services","Mass Customer","Yes",11
"3720","Adelice","Tams","F",23,1972-08-15,NA,NA,"Mass Customer","No",15
"3564","Sandy","Olford","M",43,1972-05-15,"Programmer Analyst IV",NA,"High Net Worth","Yes",18
"3580","Roby","Samson","F",61,1972-04-24,"Occupational Therapist","Health","Mass Customer","No",10
"3613","Fairfax","Pummery","M",27,1972-04-21,"Budget/Accounting Analyst II","Health","Mass Customer","Yes",9
"3750","Yanaton","Beacom","M",78,1972-04-14,"Chemical Engineer","Manufacturing","Affluent Customer","Yes",6
"3978","Kathlin","Robker","F",4,1972-03-02,"Developer II","Financial Services","Mass Customer","No",5
"3705","Tedmund","Clawsley","M",26,1971-12-04,NA,"Manufacturing","Mass Customer","Yes",15
"3647","Carlyle","Frape","M",62,1971-11-07,"Marketing Manager",NA,"Affluent Customer","No",4
"3687","Jessie","Wards","M",84,1971-10-14,"Software Engineer III","Manufacturing","Mass Customer","Yes",14
"3700","Lazar","Restall","M",64,1971-09-06,"Associate Professor","Entertainment","Mass Customer","No",19
"3975","Dianemarie","Kidgell","F",2,1971-08-11,"Administrative Assistant I","Entertainment","Affluent Customer","No",18
"3842","Van","Durnell","M",24,1971-07-11,"Staff Accountant II",NA,"Mass Customer","Yes",12
"3778","Ilaire","Redborn","M",99,1971-06-09,"Dental Hygienist","Health","High Net Worth","No",10
"3831","Kory","Mabson","M",10,1971-06-09,"Librarian","Entertainment","Affluent Customer","Yes",6
"3604","Findlay","Lubman","M",3,1971-04-09,"VP Quality Control","Health","High Net Worth","Yes",9
"3801","Auberta","Andrault","F",76,1971-03-06,"Research Nurse","Health","Mass Customer","Yes",17
"3643","Bettye","Dumberrill","F",62,1971-02-08,"Technical Writer",NA,"Mass Customer","No",15
"3799","Violetta","Monnery","F",94,1971-01-28,"Tax Accountant","Property","High Net Worth","No",18
"3877","Georgine","Poutress","F",55,1971-01-28,"Account Coordinator",NA,"High Net Worth","No",11
"3768","Christina","Grevatt","F",44,1971-01-17,"Senior Financial Analyst","Financial Services","Mass Customer","Yes",14
"3881","Olivie","Nazair","F",50,1971-01-12,NA,"Financial Services","Affluent Customer","No",18
"3802","Leila","Elcombe","F",9,1970-10-27,"Chief Design Engineer","Telecommunications","High Net Worth","Yes",5
"3955","Dido","Austick","F",87,1970-08-05,"Geologist II","Argiculture","Mass Customer","Yes",7
"3725","Elisha","Venny","M",37,1970-07-21,"Research Assistant II",NA,"Mass Customer","Yes",5
"3636","Trudi","Bickerstasse","F",42,1970-06-24,"Director of Sales","Financial Services","Mass Customer","Yes",18
"3947","Tanitansy","McTrustam","F",26,1970-05-12,"GIS Technical Architect",NA,"Mass Customer","No",12
"3958","Pincus","Woodard","M",8,1970-04-27,"Actuary","Financial Services","Affluent Customer","Yes",16
"3766","Marcos","Algar","M",47,1970-04-13,"Desktop Support Technician","Financial Services","Mass Customer","Yes",19
"3611","Uriah","Chantree","M",20,1970-04-10,"Statistician II",NA,"Affluent Customer","Yes",10
"3741","Mollee","Jeavons","F",19,1970-02-01,"Nurse",NA,"Affluent Customer","Yes",16
"3501","Kayla","Alentyev","F",63,1970-01-19,"Operator","Telecommunications","Mass Customer","Yes",18
"3970","Modesty","Storks","F",73,1969-11-27,"Sales Representative","Retail","High Net Worth","Yes",12
"3816","Farra","Klimkiewich","F",93,1969-10-26,"Safety Technician I","Property","Mass Customer","Yes",18
"3808","Cal","Wilber","M",66,1969-10-11,"Recruiting Manager","Manufacturing","Mass Customer","Yes",11
"3576","Rochette","Ebbens","F",10,1969-09-19,"Account Coordinator",NA,"Mass Customer","No",11
"3678","Tonya","Worthington","F",52,1969-08-06,"Engineer IV","Manufacturing","Mass Customer","No",19
"3777","Letty","Giacobelli","F",13,1969-06-12,"Cost Accountant","Financial Services","High Net Worth","Yes",6
"3785","Fernande","Jahan","F",93,1969-04-09,"Compensation Analyst","Financial Services","Affluent Customer","No",14
"3531","Shannah","Pountain","F",4,1969-01-27,"Marketing Manager","Retail","Affluent Customer","Yes",11
"3861","Thayne","Canepe","M",87,1968-12-16,"Junior Executive","Retail","Affluent Customer","No",9
"3561","Emelda","Allbones","F",15,1968-11-16,"Help Desk Operator","Financial Services","Mass Customer","Yes",5
"3966","Astrix","Sigward","F",53,1968-09-15,"Geologist I",NA,"Mass Customer","Yes",11
"3950","Alic","Juniper","M",72,1968-09-07,"Senior Financial Analyst","Financial Services","High Net Worth","Yes",12
"3952","Di","Borsnall","F",96,1968-05-09,NA,"Manufacturing","Affluent Customer","No",10
"3798","Yorker","Dennison","M",13,1968-02-22,NA,"Manufacturing","Mass Customer","Yes",17
"3644","Peder","Frotton","M",13,1968-01-18,"Physical Therapy Assistant","Financial Services","High Net Worth","Yes",17
"3880","Donella","Disley","F",77,1968-01-13,"Web Designer I","Manufacturing","Mass Customer","No",14
"3849","Marice","Morrice","F",2,1968-01-01,"Database Administrator III","Property","Mass Customer","Yes",15
"3536","Laurence","Aulsford","M",46,1967-12-24,"Professor","Retail","Affluent Customer","No",18
"3905","Leodora","Cowill","F",72,1967-10-22,"Product Engineer","Argiculture","High Net Worth","No",5
"3689","Orel","Joncic","F",26,1967-09-25,NA,"Health","Mass Customer","Yes",7
"3897","Vanni","McAloren","F",36,1967-06-24,"Junior Executive","Manufacturing","High Net Worth","Yes",5
"3876","Willow","Cutmere","F",22,1967-05-16,"Internal Auditor","Financial Services","High Net Worth","No",16
"3762","Marinna","Ors","F",48,1967-03-22,NA,"Property","Mass Customer","No",14
"3511","Willem","Spraging","M",23,1966-12-31,"Food Chemist","Health","Affluent Customer","No",10
"3618","Evyn","Rouby","M",2,1966-04-28,"Statistician IV","Retail","Affluent Customer","Yes",19
"3706","Darby","Jellett","M",20,1966-04-03,"Assistant Professor","Argiculture","Affluent Customer","Yes",10
"3549","Jodee","Macewan","F",0,1966-02-24,"Sales Representative","Retail","Mass Customer","No",7
"3661","Tadeas","Shitliff","M",34,1965-12-18,"Research Associate","Manufacturing","Mass Customer","Yes",7
"3676","Derk","Willingale","M",27,1965-12-15,"Health Coach I","Health","Affluent Customer","No",11
"3787","Mariejeanne","Kelling","F",1,1965-10-06,"Systems Administrator III","Manufacturing","High Net Worth","No",6
"3977","Katrinka","Van der Beken","F",31,1965-08-21,"Biostatistician II","Manufacturing","Mass Customer","Yes",16
"3796","Morgen","Sieghart","M",51,1965-07-27,"Paralegal","Financial Services","Mass Customer","Yes",9
"3583","Josselyn","Mathey","F",71,1965-05-27,"Assistant Professor","Retail","Affluent Customer","No",5
"3983","Jarred","Lyste","M",19,1965-04-21,"Graphic Designer",NA,"Mass Customer","Yes",9
"3942","Barbie","Gergler","F",82,1965-04-02,"Administrative Officer","Manufacturing","Mass Customer","No",12
"3855","Brnaby","Doughtery","M",89,1965-02-26,"General Manager",NA,"Mass Customer","No",16
"3823","Corabel","Todd","F",5,1964-12-02,"Budget/Accounting Analyst II","Retail","Affluent Customer","No",4
"3229","Carrol","Gheorghie","M",69,1964-10-18,"Sales Representative","Retail","High Net Worth","Yes",6
"3818","Erny","Andryushin","M",5,1964-08-08,"Sales Representative","Retail","Mass Customer","Yes",7
"3887","Dulcie","Nealon","F",66,1964-07-16,"Computer Systems Analyst IV",NA,"Affluent Customer","No",7
"3987","Beckie","Wakeham","F",18,1964-05-29,NA,"Argiculture","Mass Customer","No",7
"3528","Eliot","Scammell","M",69,1964-04-06,"Internal Auditor","Manufacturing","Mass Customer","Yes",7
"3577","Fowler","Scotsbrook","M",29,1964-02-18,"Staff Scientist","Retail","High Net Worth","No",10
"3980","Nils","McGebenay","M",41,1964-01-16,"Web Designer I","Manufacturing","Mass Customer","No",12
"2660","Hunt","Scollard","M",44,1963-11-15,NA,"Retail","High Net Worth","Yes",19
"3864","Ilyssa","Piaggia","F",23,1963-08-27,"Help Desk Technician",NA,"Mass Customer","Yes",10
"3520","Travis","Kaszper","M",41,1963-08-17,"Research Nurse","Health","Mass Customer","Yes",16
"3874","Bendicty","Juste","M",47,1963-08-14,"Actuary","Financial Services","Mass Customer","No",19
"3919","Traci","Beeckx","F",38,1963-07-30,"Cost Accountant","Financial Services","High Net Worth","No",18
"3973","Carolan","Jorez","F",24,1963-07-13,"Editor","Manufacturing","High Net Worth","No",17
"3504","Keriann","Perdue","F",39,1963-07-06,"Business Systems Development Analyst","Manufacturing","Mass Customer","Yes",6
"3634","Clemence","Kornas","F",35,1963-06-01,"Speech Pathologist",NA,"High Net Worth","Yes",15
"3765","Bobbe","Lomaz","F",20,1963-06-01,"Automation Specialist IV","Property","Mass Customer","No",18
"3708","Lois","Laskey","F",72,1963-05-15,"Cost Accountant","Financial Services","Mass Customer","No",19
"3696","Orlan","Dunning","M",27,1962-12-11,"Senior Financial Analyst","Financial Services","High Net Worth","No",15
"3658","Bo","Vell","M",15,1962-10-20,NA,"Entertainment","Mass Customer","Yes",9
"3840","Marc","Torrans","M",27,1962-09-30,NA,NA,"High Net Worth","No",5
"3514","Darcy","Ilett","M",25,1962-08-24,"Environmental Specialist",NA,"Mass Customer","No",8
"3585","Concordia","Lunbech","F",41,1962-07-28,NA,"Financial Services","High Net Worth","Yes",20
"3788","Wilie","Glanton","F",73,1962-07-21,"Environmental Specialist","Financial Services","Mass Customer","No",18
"3631","Mignonne","Barwood","F",76,1962-07-01,"Project Manager","IT","High Net Worth","Yes",16
"3982","Maurita","O'Kinedy","F",89,1962-06-02,"General Manager","Manufacturing","Mass Customer","Yes",12
"3890","Mavra","Padell","F",72,1962-05-25,"Physical Therapy Assistant","Retail","Mass Customer","No",10
"3642","Ardith","Portigall","F",39,1962-05-21,NA,NA,"Affluent Customer","Yes",8
"3600","Godart","Gooderick","M",88,1962-05-17,"Staff Accountant II",NA,"Mass Customer","No",16
"3551","Zed","Douris","M",37,1962-05-10,"Pharmacist","Health","Mass Customer","Yes",8
"3714","Lemuel","Gerram","M",83,1962-03-30,"VP Sales","Manufacturing","Mass Customer","No",6
"3589","Nalani","Dummer","F",73,1962-02-19,"Computer Systems Analyst II","Health","High Net Worth","No",17
"3681","Doll","Benedicto","F",90,1962-02-06,"Community Outreach Specialist","Property","Mass Customer","Yes",20
"3570","Mordy","Hedin","M",13,1962-01-31,NA,"Entertainment","Mass Customer","No",7
"3584","Adler","Teale","M",95,1962-01-14,NA,"Health","Mass Customer","No",10
"3582","Beryle","Qusklay","F",66,1961-12-11,"Media Manager II","Property","Mass Customer","No",17
"3735","Cchaddie","Heffron","M",91,1961-12-02,"Senior Quality Engineer","Entertainment","Mass Customer","No",15
"3742","Veda","Faill","F",79,1961-11-09,"Editor","Property","High Net Worth","Yes",16
"3692","Linea","Kubica","F",47,1961-11-05,"Business Systems Development Analyst",NA,"High Net Worth","Yes",6
"3781","Karalee","Hosten","F",30,1961-10-16,"Graphic Designer","Retail","Mass Customer","Yes",12
"3752","Peta","Nunes Nabarro","F",67,1961-09-15,"Administrative Assistant I","Argiculture","Affluent Customer","Yes",16
"3746","Thaddeus","McLurg","M",64,1961-09-01,"Developer II",NA,"Affluent Customer","Yes",16
"3627","Loren","Pischof","M",92,1961-08-12,"Teacher","Health","High Net Worth","Yes",14
"3657","Wyatan","Rogeon","M",95,1961-07-24,NA,NA,"High Net Worth","No",8
"3645","Cozmo","Rylstone","M",47,1961-07-04,"Structural Analysis Engineer","Manufacturing","High Net Worth","No",14
"3614","Berkie","Gimber","M",59,1961-06-23,"Environmental Specialist","Retail","Affluent Customer","Yes",18
"3588","Henrie","Beadman","F",15,1961-06-04,"Web Developer III","Health","Affluent Customer","Yes",18
"3803","Josepha","Finder","F",54,1961-05-13,"Dental Hygienist","Health","Mass Customer","Yes",11
"3711","Ellene","Scinelli","F",61,1961-05-04,"Associate Professor","Manufacturing","Affluent Customer","Yes",9
"3754","Emmy","MacGibbon","F",74,1961-02-16,NA,"Telecommunications","Mass Customer","No",19
"3847","Erinn","Ewing","F",8,1961-02-12,"Analyst Programmer","Health","Mass Customer","Yes",14
"3902","Angelia","McPake","F",2,1961-02-11,"Payment Adjustment Coordinator","Manufacturing","Affluent Customer","No",9
"3974","Misha","Ranklin","F",82,1961-02-11,"Technical Writer",NA,"Affluent Customer","Yes",9
"3920","Filbert","Deetlefs","M",90,1961-01-21,"Environmental Specialist","Telecommunications","Mass Customer","Yes",9
"3729","Armand","McNish","M",6,1960-12-16,"Financial Analyst","Financial Services","Mass Customer","No",19
"3529","Austine","Kinny","F",37,1960-11-23,"Structural Analysis Engineer","IT","High Net Worth","Yes",16
"3946","Wylie","FitzGilbert","M",85,1960-06-23,NA,"Retail","High Net Worth","Yes",10
"3936","Rodd","Spare","M",57,1960-05-04,"Paralegal","Financial Services","Affluent Customer","Yes",16
"3730","Joann","Clemson","F",85,1960-02-18,"Junior Executive","Manufacturing","Affluent Customer","No",6
"3984","Thadeus","Buxsey","M",74,1960-02-16,"Librarian","Entertainment","Affluent Customer","No",10
"3913","Phylys","Neenan","F",11,1959-12-29,"Community Outreach Specialist","Retail","Mass Customer","Yes",6
"3738","Lucila","Smalls","F",19,1959-12-19,"Professor","Financial Services","High Net Worth","Yes",19
"3758","Naomi","Whiles","F",71,1959-07-30,"Recruiting Manager","Telecommunications","Mass Customer","Yes",12
"3915","Cybil","Brombell","F",17,1959-06-23,"Statistician I","Financial Services","Affluent Customer","No",15
"3822","Conny","Speechley","M",37,1959-03-09,NA,"Manufacturing","High Net Worth","Yes",18
"3835","Jorgan","Crosoer","M",19,1959-02-02,"Project Manager",NA,"Affluent Customer","No",16
"3898","Demetrius","Youdell","M",91,1958-12-27,"Registered Nurse","Health","Mass Customer","No",6
"3717","Arlin","Woollacott","M",88,1958-12-07,"Senior Financial Analyst","Financial Services","Mass Customer","Yes",18
"3916","Myrtia",NA,"F",31,1958-10-17,NA,"Retail","Affluent Customer","Yes",17
"1373","Shaylynn","Epsley","F",3,1958-09-23,"Director of Sales","Financial Services","Mass Customer","Yes",12
"3548","Dalli","Seden","M",65,1958-08-02,NA,NA,"Affluent Customer","No",12
"3848","Luca","Cabotto","M",4,1958-01-13,"Structural Engineer",NA,"High Net Worth","No",13
"3637","Luigi","Edgeworth","M",84,1958-01-01,NA,"Manufacturing","Affluent Customer","Yes",11
"3976","Gretel","Chrystal","F",0,1957-11-20,"Internal Auditor",NA,"Affluent Customer","Yes",13
"3712","Esmeralda","Klousner","F",22,1957-07-12,"Recruiting Manager","Financial Services","Mass Customer","No",19
"3581","Lindsy","Ygo","F",38,1957-07-10,NA,NA,"Mass Customer","Yes",6
"3517","Domeniga","Terney","F",47,1957-07-04,"Accounting Assistant IV",NA,"Mass Customer","Yes",6
"3872","Wilma","Budcock","F",14,1957-05-15,"Sales Representative","Retail","High Net Worth","Yes",12
"3793","Shannen","Pitcock","F",49,1957-05-12,"Engineer IV",NA,"Affluent Customer","Yes",15
"3690","Sheela","Nutton","F",86,1957-05-11,"Chemical Engineer","Manufacturing","Mass Customer","No",17
"3764","Nonie","Newson","F",29,1957-05-06,"Cost Accountant","Financial Services","Mass Customer","Yes",15
"3817","Tuckie",NA,"M",65,1957-05-02,"VP Product Management","Manufacturing","High Net Worth","No",13
"3683","Lorain","Maliphant","F",67,1957-03-30,"Chief Design Engineer",NA,"Mass Customer","Yes",11
"3666","Mathew","Marousek","M",56,1957-03-27,"Statistician II","Health","High Net Worth","No",10
"3606","Jamima","Wainscot","F",52,1957-02-09,"Graphic Designer",NA,"High Net Worth","No",15
"3956","Hector","Poundsford","M",54,1957-01-17,"Administrative Assistant III","Retail","Mass Customer","Yes",12
"3578","Dorella","Sineath","F",57,1956-10-27,"Staff Accountant IV","Property","Mass Customer","No",12
"3719","Dorette","Attridge","F",26,1956-10-19,"Sales Representative","Retail","Mass Customer","No",6
"3789","Conn","Westberg","M",52,1956-08-08,"Civil Engineer","Manufacturing","Mass Customer","Yes",6
"3964","Aubrey","Souten","F",28,1956-07-21,"Sales Associate","Manufacturing","High Net Worth","No",5
"3795","Taylor","Dollimore","M",88,1956-06-24,"Systems Administrator III","Argiculture","High Net Worth","Yes",5
"3859","Boonie","Searle","M",81,1956-03-20,"Software Consultant","Manufacturing","Mass Customer","No",14
"3846","Nariko","McClymont","F",57,1956-03-12,"Geologist III","Manufacturing","Mass Customer","No",15
"3599","Lane","Maguire","M",11,1956-02-27,"Physical Therapy Assistant",NA,"High Net Worth","Yes",6
"3748","Maurise","Beal","M",82,1956-01-10,"Staff Scientist",NA,"Affluent Customer","Yes",18
"3899","Rex","Gittings","M",23,1955-12-28,"Research Associate","Health","Affluent Customer","Yes",6
"3568","Berthe","Griniov","F",13,1955-09-15,"Nurse","Retail","Affluent Customer","No",5
"3809","Angelita","Itzcovichch","F",44,1955-09-08,"VP Quality Control","Manufacturing","Affluent Customer","No",11
"3845","Bonnie","Goracci","F",72,1955-06-07,"Legal Assistant","Manufacturing","Mass Customer","Yes",5
"3709","Lilly","Roubay","F",31,1955-03-31,"GIS Technical Architect","Health","Mass Customer","No",8
"3507","Christoph","Greatreax","M",70,1955-03-03,"Physical Therapy Assistant","Financial Services","Mass Customer","No",5
"3668","Katlin","Ragsdale","F",79,1955-02-09,"Desktop Support Technician","Property","Mass Customer","Yes",6
"3652","Aldrich","Camble","M",20,1955-02-06,"Nurse","Health","High Net Worth","Yes",17
"3830","Jareb","Filippucci","M",92,1954-10-31,"Sales Representative","Retail","High Net Worth","No",8
"3603","Cale","Yaneev","M",90,1954-09-27,"Sales Representative","Retail","Mass Customer","Yes",14
"3558","Torey","Sarney","M",16,1954-09-05,NA,NA,"High Net Worth","Yes",7
"3926","Allistir","Heckney","M",24,1954-09-04,"Account Executive","Manufacturing","Mass Customer","Yes",18
"3540","Ali","Naris","M",49,1954-08-27,NA,NA,"Mass Customer","Yes",7
"3963","Ardelle","Dasent","F",10,1954-08-22,"Software Test Engineer II",NA,"Mass Customer","No",13
"3597","Giorgi",NA,"M",71,1954-06-16,"Analog Circuit Design manager","Property","Affluent Customer","Yes",16
"3911","Valeda","Ezele","F",81,1954-05-25,"Recruiting Manager",NA,"Mass Customer","No",5
"3592","Pall","MacCart","M",72,1954-04-27,"Junior Executive",NA,"Mass Customer","No",12
"3648","Tracie","Bartolomeoni","F",82,1954-02-21,"Paralegal","Financial Services","Mass Customer","No",5
"3806","Ado","Gailor","M",1,1954-02-08,NA,"Property","Mass Customer","No",7
"3625","Cammie","Rubinfeld","F",24,1953-11-30,"VP Marketing","Manufacturing","High Net Worth","Yes",18
"3510","Jemima","Izaac","U",48,NA,"Safety Technician II","IT","Affluent Customer","Yes",NA
"3513","Enriqueta","Waterhowse","U",80,NA,"Internal Auditor","IT","Affluent Customer","Yes",NA
"3565","Charyl","Pottiphar","U",14,NA,"Structural Engineer","IT","High Net Worth","Yes",NA
"3654","Kenyon","Paddefield","U",78,NA,"Electrical Engineer","Manufacturing","Mass Customer","No",NA
"3718","Damiano",NA,"U",22,NA,"Geologist IV","IT","Mass Customer","Yes",NA
"3727","Eba","Youle","U",65,NA,"Assistant Professor","IT","Mass Customer","No",NA
"3779","Ulick","Daspar","U",68,NA,NA,"IT","Affluent Customer","No",NA
"3883","Nissa","Conrad","U",35,NA,"Legal Assistant","IT","Mass Customer","No",NA
"3931","Kylie","Epine","U",19,NA,NA,"IT","High Net Worth","Yes",NA
"3935","Teodor","Alfonsini","U",72,NA,NA,"IT","High Net Worth","Yes",NA
"3998","Sarene","Woolley","U",60,NA,"Assistant Manager","IT","High Net Worth","No",NA
